GO:0006355	1976	regulation of transcription, DNA-templated
GO:0006351	1854	transcription, DNA-templated
GO:0006810	1634	transport
GO:0007165	1553	signal transduction
GO:0007275	1015	multicellular organism development
GO:0045944	919	positive regulation of transcription from RNA polymerase II promoter
GO:0030154	709	cell differentiation
GO:0000122	663	negative regulation of transcription from RNA polymerase II promoter
GO:0055114	638	oxidation-reduction process
GO:0006915	637	apoptotic process
GO:0007186	627	G-protein coupled receptor signaling pathway
GO:0016310	600	phosphorylation
GO:0006811	595	ion transport
GO:0007049	576	cell cycle
GO:0006468	568	protein phosphorylation
GO:0007155	554	cell adhesion
GO:0045893	548	positive regulation of transcription, DNA-templated
GO:0006508	544	proteolysis
GO:0015031	522	protein transport
GO:0006366	494	transcription from RNA polymerase II promoter
GO:0043547	492	positive regulation of GTPase activity
GO:0045892	476	negative regulation of transcription, DNA-templated
GO:0008284	460	positive regulation of cell proliferation
GO:0007399	457	nervous system development
GO:0006629	455	lipid metabolic process
GO:0043066	453	negative regulation of apoptotic process
GO:0008152	445	metabolic process
GO:0006357	435	regulation of transcription from RNA polymerase II promoter
GO:0055085	433	transmembrane transport
GO:0002376	426	immune system process
GO:0008150	409	biological_process
GO:0006974	405	cellular response to DNA damage stimulus
GO:0016032	401	viral process
GO:0045087	401	innate immune response
GO:0008285	400	negative regulation of cell proliferation
GO:0016567	400	protein ubiquitination
GO:0035556	399	intracellular signal transduction
GO:0006955	394	immune response
GO:0006954	366	inflammatory response
GO:0008283	365	cell proliferation
GO:0042493	342	response to drug
GO:0007283	337	spermatogenesis
GO:0051301	329	cell division
GO:0006281	314	DNA repair
GO:0043065	314	positive regulation of apoptotic process
GO:0010628	287	positive regulation of gene expression
GO:0006412	285	translation
GO:0007166	272	cell surface receptor signaling pathway
GO:0006397	268	mRNA processing
GO:0016568	264	chromatin modification
GO:0007067	255	mitotic nuclear division
GO:0050896	253	response to stimulus
GO:0007267	246	cell-cell signaling
GO:0000165	245	MAPK cascade
GO:0001525	233	angiogenesis
GO:0007420	233	brain development
GO:0007268	226	synaptic transmission
GO:0042981	224	regulation of apoptotic process
GO:0007507	222	heart development
GO:0005975	220	carbohydrate metabolic process
GO:0034220	215	ion transmembrane transport
GO:0042127	215	regulation of cell proliferation
GO:0008380	212	RNA splicing
GO:0007264	211	small GTPase mediated signal transduction
GO:0006886	201	intracellular protein transport
GO:0016192	201	vesicle-mediated transport
GO:0016055	199	Wnt signaling pathway
GO:0032496	199	response to lipopolysaccharide
GO:0007601	196	visual perception
GO:0030198	194	extracellular matrix organization
GO:0001701	192	in utero embryonic development
GO:0001666	188	response to hypoxia
GO:0006364	185	rRNA processing
GO:0000398	183	mRNA splicing, via spliceosome
GO:0030335	183	positive regulation of cell migration
GO:0007596	180	blood coagulation
GO:0016477	179	cell migration
GO:0007568	171	aging
GO:0046777	171	protein autophosphorylation
GO:0010468	170	regulation of gene expression
GO:0070374	168	positive regulation of ERK1 and ERK2 cascade
GO:0043161	165	proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0006470	160	protein dephosphorylation
GO:0014070	160	response to organic cyclic compound
GO:0006260	159	DNA replication
GO:0007411	159	axon guidance
GO:0001934	158	positive regulation of protein phosphorylation
GO:0006897	158	endocytosis
GO:0000209	157	protein polyubiquitination
GO:0043123	156	positive regulation of I-kappaB kinase/NF-kappaB signaling
GO:0010629	155	negative regulation of gene expression
GO:0006486	154	protein glycosylation
GO:0006457	153	protein folding
GO:0051260	153	protein homooligomerization
GO:0016311	151	dephosphorylation
GO:0006914	150	autophagy
GO:0006935	150	chemotaxis
GO:0051607	150	defense response to virus
GO:0006511	149	ubiquitin-dependent protein catabolic process
GO:0018108	149	peptidyl-tyrosine phosphorylation
GO:0001501	148	skeletal system development
GO:0090090	148	negative regulation of canonical Wnt signaling pathway
GO:0032259	147	methylation
GO:0002250	146	adaptive immune response
GO:0034765	141	regulation of ion transmembrane transport
GO:0006888	140	ER to Golgi vesicle-mediated transport
GO:0006816	139	calcium ion transport
GO:0050852	138	T cell receptor signaling pathway
GO:0006367	136	transcription initiation from RNA polymerase II promoter
GO:0006631	135	fatty acid metabolic process
GO:0007050	135	cell cycle arrest
GO:0019221	135	cytokine-mediated signaling pathway
GO:0030030	135	cell projection organization
GO:0050776	135	regulation of immune response
GO:0051726	135	regulation of cell cycle
GO:0007605	130	sensory perception of sound
GO:0007204	129	positive regulation of cytosolic calcium ion concentration
GO:0007417	129	central nervous system development
GO:0030182	129	neuron differentiation
GO:0006898	128	receptor-mediated endocytosis
GO:0030036	127	actin cytoskeleton organization
GO:0043524	126	negative regulation of neuron apoptotic process
GO:0051092	126	positive regulation of NF-kappaB transcription factor activity
GO:0006813	125	potassium ion transport
GO:0007608	124	sensory perception of smell
GO:0006413	122	translational initiation
GO:0008360	122	regulation of cell shape
GO:0009887	122	organ morphogenesis
GO:0032355	122	response to estradiol
GO:0042742	122	defense response to bacterium
GO:0048511	122	rhythmic process
GO:0006979	121	response to oxidative stress
